,sentimen,text
,Positive,"berkat solat Hajat dan bacaan Yasin yang sering dibaca penduduk kampung, situasi menjadi kembali tenang."
,Positive,Kita perlukan kerajaan yang kuat
,Negative,Berita palsu akan ada dalam strategi kempen saat-aat akhir...itu saya pasti
,Neutral,"Jumpa pegawai daerah, dia kata jumpa menteri besar"
,Positive,"Namun akhirnya kami dijatuhkan hukuman penjara, mungkin ada baik dari beberapa segi, dan penangguhan diberikan"
,Neutral,Pertemuan tersebut akan diatur oleh Kementerian Luar Negeri UAE dan Kementerian Perundangan UAE
,Neutral,"Apa yang saya nak tekankan, tidak kira siapa perdana menteri atau menteri kewangan II, kalau ada pendapatan di Malaysia, anda akan dikenakan cukai."
,Neutral,Ini perjuangan yang tiada noktahnya dan perlukan sokongan seluruh rakyat Johor
,Negative,Kita tengok kebangkitan Arab yang kini memusnahkan
,Positive,"Sekiranya seseorang guru mempunyai pengesahan perubatan mengalami masalah mental, JPN tidak boleh membiarkan guru itu bertugas sebaliknya guru itu perlu diberi cuti"
,Neutral,Peminta bantuan juga boleh melihat pergerakan sukarelawan mana yang datang di telefon bimbit
,Positive,"Tahniah murid-murid yang terlibat, saya percaya masyarakat orang asli akan pergi jauh suatu hari nanti"
,Positive,"Selain dapat menyelesaikan isu beg berat, penggunaan buku teks digital dapat menjadikan pelajar lebih berinteraktif"
,Neutral,Ini bukan isu kecil
,Neutral,Ini tentang kenapa perlu tolak ideologi IS dan kefahaman ekstrem dan mereka hendaklah hayati apa Islam sebenar.
,Negative,"Apabila berlaku keadaan ini, murid terpaksa memilih sekolah yang jauh daripada kawasan kediaman mereka"
,Neutral,Pihak kami ingin mengingatkan majikan dan PATI supaya mematuhi undang-undang yang sudah ditetapkan
,Neutral,"Bagaimanapun, kami tidak akan mendedahkan butiran lanjut untuk menghormati privasi dan keselamatan ahli keluarga yang terjejas"
,Positive,Kita tidak boleh ambil ringan isu kemalangan jalan raya sebab itu disarankan semua agensi kerajaan tubuh unit keselamatan jalan raya supaya mereka boleh ingatkan satu sama lain dan bantu rakyat adakan kempen kesedaran
,Negative,"Malangnya, ia terlalu dipolitikkan dan juga dilencongkan Parlimen EU baru-baru ini apabila mereka meluluskan draf itu"
,Positive,"Justeru, saya beritahu Sabah (negeri) merdeka dalam Malaysia"
,Neutral,"Lebih-lebih lagi mana-mana individu yang aktif menggunakan online banking,"
,Positive,"""Pemeliharaan khazanah alam harus dipertingkatkan dari tahun ke tahun dan diberi keutamaan oleh semua pihak sama ada di peringkat kerajaan negeri, swasta dan sebagainya"
,Neutral,Saya sendiri mengetuai pasukan ini dengan kekuatan anggota seramai lapan orang
,Positive,janji-janji memperkasakan kedudukan wanita dalam semua sektor termasuklah dalam bidang politik.
,Negative,sanggup mengorbankan logo roket dan berkongsi logo PKR sebagai strategi menarik sokongan pengundi Melayu dan bumiputera
,Negative,Memang ada asas yang menimbulkan kebimbangan
,Positive,"Ketua Penerangan Bersatu, Kamaruddin Mohd Noor suruh saya ?engemas?barang-barang kerana Bersatu akan ambil alih Kedah tetapi di sini mereka yang perlu ?engemas?barang mereka."
,Negative,"Orang ini terpaksa, bukan kerana kesilapan mereka tapi kerana dasar kerajaan yang kononnya ekonomi menguntungkan negara dengan KDNK, pendapatan perkapita tinggi tapi graduan ini masih menganggur."
,Negative,Tidak ada maknanya kita bertindak selepas sesuatu kejadian berlaku.?
,Positive,"Demokrasi juga membuktikan kemampuannya memberi manfaat kepada banyak negara, termasuk membebaskan negara tertentu daripada penindasan."
,Neutral,Pihak Felda kini sedang menunggu maklum balas daripada setiap pengurus rancangan di dua wilayah berkenaan dan mereka perlu memenuhi syarat-syarat yang ditetapkan sebelum terpilih mengikuti program ini
,Positive,membidas para pemimpin pembangkang yang gagal hadir sesi penerangan beliau walaupun dianjurkan di kubu mereka
,Positive,Ia sangat bermakna buat anak-anak kita
,Positive,"Tidak mengapa, ada ubi ada batas"
,Positive,Rakyat Malaysia perlu celik bahawa kita serius isu kepimpinan negara dan negeri.?
,Neutral,Kita tidak boleh ambil sebarang tindakan dan buat kesimpulan selagi laporan tepat belum ada kerana tidak mahu berlaku penganiayaan
,Neutral,"Dalam konteks ini, sewajarnya kerajaan terus memberikan dan menambah peruntukan untuk Jakim bagi memartabatkan Islam sebagai agama Persekutuan kerana penubuhannya adalah menepati semangat Perkara 3, Perkara 12(2), Perkara 121(1A) dan Sumpah Jawatan Yang di-Pertuan Agong di bawah Perkara 37(1) Perlembagaan Persekutuan"
,Neutral,Terdapat lebih 100 jabatan dan agensi kerajaan negeri di Sabah
,Neutral,"Ketika berada dalam Pas, kita bekerjasama dengan DAP yang bukan berbangsa Melayu dan beragama Islam."
,Positive,"Kalau ada kerosakan, kita baikinya dari dalam."
,Positive,Seolah-olah Shahrir sedang berusaha untuk menyelamatkan Felda
,Positive,"Belia memainkan peranan penting membentuk masa depan, yang menyebabkan GMMF memperkenalkan inisiatif yang digerakkan bagi memperkasakan golongan belia melalui program nasional dan serantau"
,Negative,"Hari ini jelas, rakyat terhimpit dengan kos sara hidup yang tinggi, GST, selain isu-isu yang melanda kepimpinan kerajaan BN"
,Positive,"Bagi pihak Amanah di peringkat pimpinan negeri dan nasional, saya mendoakan kepada keluarga Mazlan."
,Positive,tujuh negara sudah bersetuju untuk menghantar wakil sebagai pemerhati pada PRU14
,Positive,Sabah di bawah pimpinan kerajaan BN terus pesat membangun dalam pelbagai sektor sekali gus membawa kemakmuran dan kesejahteraan rakyat
,Positive,Kita memang ada cadangan dari banyak kumpulan
,Positive,Saya merayu kepada pihak SKMM untuk sekat dan ambil tindakan sewajarnya terhadap Namewee dengan secepat mungkin
,Positive,"Kami boleh tunjuk nombor keahlian?ita tak buat kerja bodoh sebab kerja sebab kerja bodoh akan perangkap diri,"
,Positive,"Syarikat konsesi yang dilantik kerajaan memberikan kerja penyenggaraan kepada kontraktor kecil yang layak, sama ada melalui undian atau sebut harga,"
,Positive,Semua ini boleh dicapai kerana UMNO di bawah kepimpinan sekarang adalah parti demokrasi ultra populis yang mendapat sokongan padu majoriti orang Melayu dan rakyat Malaysia
,Positive,"Dalam konteks PRU14, kami menyeru anak muda mengundi berdasarkan nilai-nilai positif."
,Neutral,Jadi jika kita bahagikan kawasan bandar dan luar bandar yang ada majoriti Melayu kita akan dapat keputusan berlainan
,Negative,"Berbanding membina jambatan, ia lebih kepada perpisahan dan kelebihan satu komuniti berbanding yang lain"
,Positive,beliau akhirnya berjaya mendapatkan kad pengenalan sebelum pencalonan ditutup.
,Negative,"Suku ketiga, industri runcit Malaysia menguncup 1.1 peratus. Perniagaan hypermarket turun sebanyak lima peratus"
,Negative,"Kami akan keluar mengundi tetapi kerana kami tidak setuju dengan kedua-dua pihak, kami akan rosakkan undi,"
,Neutral,Kami tidak akan memaksa pelajar menghadiri program Harapan termasuk tidak menghalang pelajar-pelajar untuk menyertai program BN.
,Positive,"Kita perlu yakin kepada kewibawaan SPRM untuk menyelesaikan tanggungjawab mereka dan saya percaya kalau ada kes, kes tersebut akan diserahkan kepada pihak Peguam Negara."
,Negative,Dia tak pernah peduli untuk beri jalan raya yang sangat diperlukan kepada rakyat.
,Positive,"Partly free?ni bukanlah menunjukkan demokrasi kita mati atau kerajaan menafikan hak rakyat, tetapi kerana beberapa akta pencegahan yang terpaksa kita kekalkan untuk menjaga kestabilan dan keamanan negara."
,Neutral,Anak perempuan saya bersekolah dengan salah seorang anak perempuan Anwar
,Positive,"Bagaimanapun, kita akan bantu membangunkan penyelidikan dan pembangunan inkubasi keselamatan siber supaya kekal kompetitif, sekali gus mewujudkan lagi lebih banyak peluang pekerjaan"
,Neutral,Ini semua kita perlu ambil kira.
,Positive,"Untuk fasa kedua yang akan dilaksanakan sepanjang tahun ini, sebanyak 612 pusat Tahfiz berdaftar bakal diselenggara secara keseluruhan termasuk dari segi piawaian pendawaian"
,Positive,"namun kerja kuat dan calon yang menang, tentunya akan dipilih lagi."
,Neutral,"Dalam tempoh empat bulan, pendapatan daripada penjualan beg plastik adalah lebih kurang RM1.8 juta."
,Negative,Jika begitu kenapa Azalina tidak menepati kata-katanya bahawa rang undang-undang berita palsu akan digubal oleh jawatankuasa khas yang melibatkan Ahli Parlimen daripada kedua-dua belah?pihak
,Positive,"Disebabkan itu, walaupun statistik jumlah kerugian menunjukkan peningkatan, jumlah statistik bilangan kebakaran pula menunjukkan penurunan"
,Positive,Kelewatan juga mungkin berpunca daripada ke?u?aran parti mencari calon-calon berwibawa dan boleh menang serta beberapa isu berbangkit pada saat-saat akhir.
,Positive,"Kita mesti buat dasar-dasar yang berasaskan satu visi dan gagasan yang besar bagi mengisi impian, hasrat, cita-cita dan memberi harapan kepada orang muda"
,Positive,"Menerusi Jentera BN dan Pusat Daerah Mengundi (PDM) cawangan diwujudkan, pelbagai gerak kerja dirancang dan dilaksanakan."
,Neutral,"Sihat tidak bermakna boleh berlari, saya aktif bukan sahaja tubuh badan tapi akal fikiran untuk menyelesaikan masalah.?"
,Positive,"Maknanya khusus untuk beli buku, cadangan ini telah diberi Menteri Pendidikan Tinggi, dan peringkat perbincangan dengan Menteri Kewangan"
,Negative,Catatan itu mendakwa saya akan melakukan apa sahaja untuk (mendapat) undi Cina.
,Neutral,Saya juga tidak mahu jemput mereka yang belum lagi bermesyurat sudah tuduh yang bukan-bukan
,Positive,"Bagaimanapun warga emas itu menangis kegembiraan, lalu sujud syukur setelah mendapati kelibat berkenaan adalah wakil rakyat di kawasannya yang disangka ?eninggal dunia?tiba-tiba muncul kembali"
,Positive,"Walau apa pun fitnah pembangkang, syarikat 1MDB ini tidak bangkrap, masih berupaya membayar hutangnya, syarikat ini masih membangunkan aset-aset yang kita ada dan ini adalah fakta yang tidak dapat dinafikan oleh pembangkang sendiri dan ini jauh lebih baik daripada membuat saman fitnah kepada pembangkang."
,Positive,Nanti saya yakin mereka akan membawa beg plastik sendiri untuk dapat 20 sen dan lama-lama akan jadi satu cara hidup bawa beg sendiri
,Positive,"Walaupun asasnya sama dalam semua demokrasi, dalam konteks aplikasinya ia hendaklah berbeza antara negara disebabkan setiap negara mempunyai citra ketatanegaraan dan cita-cita sebagaimana yang ditetapkan dalam perlembagaan mereka sendiri."
,Negative,Walaupun wujudnya kemudahan rumah seperti Perumahan Penjawat Awam 1Malaysia (PPA1M) dan Perumahan Rakyat 1Malaysia (PR1MA) tetapi kumpulan berpendapatan 40 peratus terendah (B40) masih tidak mampu untuk memiliki rumah
,Neutral,Polis pula kata (serah kepada) peguam negara
,Negative,Pusat pengundian selalunya di sekolah dan balai raya yang tidak mempunyai kemudahan untuk golongan OKU ini membataskan pergerakan mereka yang berkerusi roda dan bertongkat untuk menuju ke saluran pengundian.
,Positive,"Kita bukan nak galakkan minum ketum, kita nak tanam untuk bawa daun ketum ke luar negara"
,Neutral,Inilah keadaan undang-undang di negara ini
,Negative,"Bersatu minta tangguh persidangan agung tahunan , ROS tidak benarkan"
,Neutral,Rekod saya tidak lah seburuk mana rasanya tapi biar perdana menteri tentukan
,Positive,Tun Abdul Razak bawa kemajuan dan pembangunan kepada rakyat khususnya peneroka
,Positive,"Cakaplah apa kamu suka, semoga tidur malam kamu lena"
,Positive,Difahamkan BN nak gubal undang-undang dalam sidang parlimen bulan depan ini bagi mengekang berita palsu
,Positive,Saya juga nampak kepentingan penggunaan Bahasa Inggeris apabila kita menerima pelancong di Felda ini
,Neutral,"(Ada pihak persoal) kenapa saya tidak lakukan sesuatu, kenapa saya tidak adakan perbincangan atau dialog atau apa sahaja atau bawa (isu tuntutan) ke peringkat antarabangsa?"
,Negative,"Berbanding dengan negeri lain, pembangunan infrastruktur luar bandar masih lagi teruk"
,Positive,"Oleh itu, prestasi signifikan ini sebahagian besar disebabkan oleh komitmen yang kuat oleh ahli fakulti UTM untuk memberi sokongan terbaik dalam memudahkan pengalaman pembelajaran pelajar sambil memanfaatkan bakat yang berpotensi di kalangan pelajar untuk berusaha ke arah mencapai kecemerlangan"
,Positive,"Ia juga amat penting bagi UM untuk terus menambah baik dalam bidang kebolehgajian graduan, jaringan dan kerjasama dengan industri serta perkongsian strategik antarabangsa"
,Negative,"Kontrak diberi kepada syarikat China, syarikat itu pula bawa masuk pekerja China, bukan pekerja kita"
,Negative,Kementerian Utiliti amat bimbang apabila insiden gangguan bekalan air semakin bertambah kerap
,Neutral,Sebab mahu bagi tumpuan pada Pekan sebab Najib beri tumpuan di Langkawi.
,Positive,"Kita telah keluarkan subsidi berjumlah RM26 bilion secara bersasar termasuklah Bantuan Rakyat 1Malaysia (BR1M) dan bantuan kepada nelayan, petani serta pesawah."
,Positive,"Negara perlu dipastikan aman, barulah perancangan kerajaan ke arah pendidikan, kemudahan dan dasar dapat dilaksanakan dengan lancar"
,Negative,"Polemik terkini yang tular adalah berkaitan kemungkinan pihak tertentu mengetahui siapa yang mengundi parti yang mana, sedangkan undi adalah rahsia dan pengundi mempunyai kebebasan memilih."
,Positive,Malah walaupun Amanah diberi kerusi yang sikit tapi kita akur sebab kita tahu kekuatan kita di Pantai Timur berbanding di Pantai Barat
,Negative,"Memang ceramah dia merujuk kepada sumber hukum tetapi tafsirannya berbeza, apatah lagi dia mempunyai pengikut yang ramai dan taksub"
,Neutral,"Bank Negara juga harus menjelaskan mengenai dakwaan pemindahan sejumlah besar wang ke akaun dolar bank RHB milik sebuah syarikat persendirian, mendedahkan apa yang dibenarkan dalam ruang lingkup had perundangan"
,Positive,beberapa penganalisis politik percaya parti gabungan itu mempunyai peluang yang baik untuk merampas sembilan daripada kerusi yang disandang pembangkang melalui pilihan raya umum lepas
,Positive,"Kehadiran mereka, bukan langkah awal buat Malaysia membuka pintu kepada Israel,"
,Positive,"adi, apa sahaja kerjasama yang kita rasa patut dilakukan oleh senat universiti kerana selaras dengan kehendak industri negara, kita amat galakkan"
,Positive,"Kita sediakan RM6.8 bilion untuk agihan BR1M tahun ini dan (daripada jumlah itu) di Sabah, RM561 juta untuk Sabah"
,Positive,"Tetapi penyelenggaraan ini ada skop tertentu yang perlu mendapat kelulusan Kementerian Kewangan dan ia merangkumi pembaikan kecil seperti bumbung, tandas, paip dan kerja-kerja elektrikal sahaja"
,Neutral,"Kita sedia maklum, ini bukannya temu bual yang dibuat secara berhadapan."
,Positive,Jadi saya keluarkan memo
,Neutral,NUTP ingin memohon penjelasan berkaitan dengan kenyataan timbalan menteri pendidikan di atas kenyataan beliau
,Positive,"?aya ingatkan jentera BN tadi (semasa berucap) apa yang ada di dalam dewan ini tidak cukup, sebaliknya jentera mesti mendekati pengundi di luar dewan"
,Negative,Di Selangor terdapat ?elawar-kelawar politik?berkeliaran hanya bila tiba musim buah.
,Positive,Kita tidak mementingkan sama ada pusat Tahfiz itu berdaftar atau tidak..yang penting adalah keselamatan pelajar
,Neutral,"Saya tidak tahu sebab saya tak pernah ?ucuk?orang,"
,Neutral,Sebarang statistik untuk menunjukkan aset Bumiputera di Pulau Pinang oleh Perda?
,Positive,Betapa besar dan dahsyat sekali ?ecintaan?mereka untuk terus berbakti sebagai wakil rakyat.
,Negative,"Saya sudah jelaskan kepada polis, saya merujuk kepada perdana menteri yang terlalu banyak mengurniakan gelaran Tan Sri"
,Positive,Saya bersedia menggalas tanggungjawab ini bersama beliau (Budiman).?
,Negative,Sekarang kita menderita
,Positive,Tolong jangan lebih-lebih
,Positive,"Kalau tak sokong bunga (Bersatu), kita nak sokong siapa lagi,"
,Positive,Pegawai dan sukarelawan bertugas perlu cekap mengendalikan OKU yang pelbagai kekurangan upaya kerana mobiliti mereka terbatas dan ia boleh menjejaskan hasrat mereka menjalankan tanggungjawab sebagai warga negara untuk mengundi
,Positive,Jumlah majoriti ahli Parlimen bersetuju meluluskan usul kajian semula persempadan kawasan pilihan raya
,Positive,Kerajaan Singapura akan terus bekerjasama dengan Malaysia untuk mencari kaedah lain yang praktikal untuk memudahkan perjalanan di antara Singapura dan Malaysia
